UserID,Position,TupleID,Choice,Reason,User ID,Tuple Index,Tuple Name,Cluster,Pair Type,Original V1 Metric,Original V2 Metric,Swapped,Actual_Choice
U73F722CDB,3,41,V2,"V2 has fewer knobs to turn (V1 functions I felt had too many arguments, some of which felt unnecessary, e.g. n in multi_source_bfs which could be dynamically computed and could be buggy if a bad n is fed in). Also V1 repeats a dijkstra code twice, one specifically for extracting paths, whereas V2 has a single dijkstra function and a generic path extraction function that could be applied to non-dijkstra search algorithms. So V2 is more simple and effective.",U73F722CDB,41,cluster_9/tuple_17:cc_python_17_16:cc_python_16_19:cc_python_19,cluster_9,mi_vs_tokens,mi,tokens,Yes,mi
U73F722CDB,4,7,V2,"I feel V1 doesn't do enough preprocessing, so there are many doubly-nested for loops, whereas V2 uses helper functions to preprocess some things, and get away with just one for loop with an if condition inside. So more abstraction in the executable code.",U73F722CDB,7,cluster_3/tuple_16:cc_python_16_19:cc_python_19_23:cc_python_23,cluster_3,mi_vs_logprob,mi,logprob,Yes,mi
U73F722CDB,5,33,V2,"V2 moves the big chunk of code in P3 into a helper function, making the higher-level code much easier to understand.",U73F722CDB,33,cluster_7/tuple_11:cc_python_11_10:cc_python_10_27:cc_python_27,cluster_7,mi_vs_tokens,mi,tokens,Yes,mi
U73F722CDB,6,22,V2,"V2 truncate_str allows you to tune how much to truncate, which is more useful abstraction. The code is slightly more readable, e.g. P3 uses better variable names, and P2 the merge_counts is more understandable than nxt in P1.",U73F722CDB,22,cluster_5/tuple_28:cc_python_28_1:cc_python_1_19:cc_python_19,cluster_5,mi_vs_tokens,mi,tokens,Yes,mi
U73F722CDB,7,29,V2,"V2 uses read_ints multiple times, whereas V1 just pastes the helper function's code directly into the executable (making it less readable).",U73F722CDB,29,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cluster_6,logprob_vs_tokens,logprob,tokens,No,tokens
U73F722CDB,8,37,V2,"V1 does import * which is hard to know what was imported, whereas V2 shows what was imported which is easier to understand. Also, the code was just slightly simpler in V2, e.g. define an ans to print, instead of printing some complex looking expression.",U73F722CDB,37,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cluster_8,logprob_vs_tokens,logprob,tokens,Yes,logprob
U73F722CDB,9,26,V1,"I liked how V1 P3 moves the DP code into a helper function, making it more readable. Otherwise, not too much differences.",U73F722CDB,26,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cluster_5,logprob_vs_tokens,logprob,tokens,No,logprob
U73F722CDB,10,15,V2,"V2 executables had less abstractions and so easier to understand the flow of the code. V1 e.g. P3 squeezed some low-level logic such as computing dx and dy into the executable code, which could've been abstracted like in V2 P3.",U73F722CDB,15,cluster_4/tuple_28:cc_python_28_4:cc_python_4_11:cc_python_11_good,cluster_4,mi_vs_logprob,mi,logprob,No,logprob
UACF3BE15C,1,1,V2,Version 2 doesn't have nested control structures,UACF3BE15C,1,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cluster_0,mi_vs_tokens,mi,tokens,Yes,mi
UACF3BE15C,2,6,V2,"Version 2 isn't good but version 1 is just terrible: compute_scc_zero_incoming has unclear meaning, is only used once, and contains weirdly named subfunctions like `dfs1` and `dfs2`.",UACF3BE15C,6,cluster_2/tuple_5:cc_python_5_26:cc_python_26_22:cc_python_22,cluster_2,logprob_vs_tokens,logprob,tokens,No,tokens
UACF3BE15C,3,36,V1,"I think ""binomial"" has clearer intention than ""nCr"". Also ""product_mod"" is reused a lot of times in version 2, which is good.",UACF3BE15C,36,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cluster_8,mi_vs_logprob,mi,logprob,Yes,logprob
UACF3BE15C,4,9,V1,"Both are terrible because the helper functions are not reused (and ""read_ints"" wasn't used at all!), but ""max_weighted_path"" is more generic than ""leaf_dp_max_gas"" whose name is tied to a specific problem.",UACF3BE15C,9,cluster_3/tuple_6:cc_python_6_21:cc_python_21_9:cc_python_9,cluster_3,mi_vs_logprob,mi,logprob,Yes,logprob
UACF3BE15C,5,17,V1,Version 1 uses math.hypot to compute the Euclidean norm.,UACF3BE15C,17,cluster_4/tuple_28:cc_python_28_4:cc_python_4_11:cc_python_11_good,cluster_4,logprob_vs_tokens,logprob,tokens,No,logprob
UACF3BE15C,6,3,V1,"Version 1 contains fewer direct operations on arrays, which are confusing and a sign of poor abstraction.",UACF3BE15C,3,cluster_1/tuple_2:cc_python_2_27:cc_python_27_5:cc_python_5,cluster_1,mi_vs_logprob,mi,logprob,Yes,logprob
UACF3BE15C,7,24,V1,"The functions ""find_longest_border"" and ""count_dp"" are very application-specific and not reusable.",UACF3BE15C,24,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cluster_5,mi_vs_logprob,mi,logprob,Yes,logprob
UACF3BE15C,8,28,EG,Essentially the same.,UACF3BE15C,28,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cluster_6,mi_vs_tokens,mi,tokens,Yes,EG
UACF3BE15C,9,13,V1,"Version 2 contains tons of non-reusable functions like ""parorder"", ""tree_reroot"", ""tree_dp_balance"", and ""can_satisfy""",UACF3BE15C,13,cluster_3/tuple_7:cc_python_7_29:cc_python_29_0:cc_python_0,cluster_3,mi_vs_tokens,mi,tokens,No,mi
UACF3BE15C,10,20,V1,"Functions like ""sorted_tuple"" and ""counter"" are reused multiple times.",UACF3BE15C,20,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cluster_4,logprob_vs_tokens,logprob,tokens,No,logprob
U80A4E7CD4,1,15,V2,"- V2 directly counts intersecting pairs with cnt * (total - cnt), while V1 subtracts non-intersecting from total pairs (less efficient)
- V2 has cleaner functions like compute_line_key() that do everything in one call, V1 splits logic across multiple functions
- V2 keeps identical code for problems 2 and 3, V1 has unnecessary differences",U80A4E7CD4,15,cluster_4/tuple_28:cc_python_28_4:cc_python_4_11:cc_python_11_good,cluster_4,mi_vs_logprob,mi,logprob,No,logprob
U80A4E7CD4,2,21,V2,"- V2 has cleaner function names like get_run_max() and merge_counts() that clearly describe what they do, while V1 uses cryptic names like cnt() and nxt()",U80A4E7CD4,21,cluster_5/tuple_28:cc_python_28_1:cc_python_1_19:cc_python_19,cluster_5,mi_vs_logprob,mi,logprob,Yes,mi
U80A4E7CD4,3,42,V1,"V1 fixes a major bug in Problem 1. The two-hop path algorithm needs to track which edge was used to reach each intermediate node, but V2's approach with last_w array gets overwritten and gives wrong costs. V1 correctly stores the edge weights in a temporary array during exploration.",U80A4E7CD4,42,cluster_9/tuple_17:cc_python_17_16:cc_python_16_19:cc_python_19,cluster_9,logprob_vs_tokens,logprob,tokens,Yes,tokens
U80A4E7CD4,4,29,V1,V1 uses the more standard heapq.nlargest() for selecting top operations which is clearer than V2's manual sorting approach.,U80A4E7CD4,29,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cluster_6,logprob_vs_tokens,logprob,tokens,No,logprob
U80A4E7CD4,5,25,V2,"V2 has cleaner, more focused functions. The compress function is a proper utility that does one thing well, while V1's coordinate compression is mixed into the main logic. V2's z_function is a standard implementation, whereas V1's compute_z and find_longest_border are overly complex for what they do.",U80A4E7CD4,25,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cluster_5,mi_vs_tokens,mi,tokens,No,tokens
U80A4E7CD4,6,37,V2,"V2 simplifies binpow by just using Python's built-in pow function, removing unnecessary custom implementation.",U80A4E7CD4,37,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cluster_8,logprob_vs_tokens,logprob,tokens,No,tokens
U80A4E7CD4,7,13,V2,"V2 has much better abstraction with specialized functions like tree_reroot, tree_dp_balance, and can_satisfy that encapsulate complex algorithms, making the main functions very clean and readable. V1 has all the logic inline, making it harder to understand and reuse.",U80A4E7CD4,13,cluster_3/tuple_7:cc_python_7_29:cc_python_29_0:cc_python_0,cluster_3,mi_vs_tokens,mi,tokens,No,tokens
U80A4E7CD4,8,2,V2,Extracted input reading into helper functions and replaced stack-based postorder with BFS approach.,U80A4E7CD4,2,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cluster_0,logprob_vs_tokens,logprob,tokens,No,tokens
U80A4E7CD4,9,30,V1,v2 fixes the logic with subset_size_sum_counts that properly excludes elements and handles the factorial calculations correctly.,U80A4E7CD4,30,cluster_6/tuple_19:cc_python_19_14:cc_python_14_7:cc_python_7,cluster_6,mi_vs_logprob,mi,logprob,Yes,logprob
U80A4E7CD4,10,43,V2,"v2 breaks down complex operations into simpler, focused functions like dfs_fill_order, dfs_mark, and compute_min_label.
v2 also has cleaner separation of concerns with build_graph handling input parsing and graph construction uniformly across programs.",U80A4E7CD4,43,cluster_9/tuple_8:cc_python_8_10:cc_python_10_20:cc_python_20,cluster_9,mi_vs_logprob,mi,logprob,Yes,mi
U4ED6E8EA5,1,31,V2,version 1 code seems to problem specific even though answers are shorter,U4ED6E8EA5,31,cluster_6/tuple_19:cc_python_19_14:cc_python_14_7:cc_python_7,cluster_6,mi_vs_tokens,mi,tokens,No,tokens
U4ED6E8EA5,2,19,V2,New functions are more useful; the refactorings in version 1 are named less usefully and some are trivial operations that don't need their own function (for clarity or brevity),U4ED6E8EA5,19,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cluster_4,mi_vs_tokens,mi,tokens,Yes,mi
U4ED6E8EA5,3,37,EG,"only notable difference I see are naming issues, but they are roughly equal (in v1, `binpow` is in fact a binary computation of power, but `prod` is a modulo product which is misleading. in v2, `binpow` uses built-in pow, so why name it binpow? but `product_mod` rightfully named).",U4ED6E8EA5,37,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cluster_8,logprob_vs_tokens,logprob,tokens,No,EG
U4ED6E8EA5,4,33,V1,"they both have a too-specific function (solve_small), and version 2 seems to have slightly better naming, but problem 3 is so overly verbose it has to lose",U4ED6E8EA5,33,cluster_7/tuple_11:cc_python_11_10:cc_python_10_27:cc_python_27,cluster_7,mi_vs_tokens,mi,tokens,No,mi
U4ED6E8EA5,5,4,V2,"very similar, but version 2 refactorings seem slightly less problem-specific",U4ED6E8EA5,4,cluster_1/tuple_2:cc_python_2_27:cc_python_27_5:cc_python_5,cluster_1,mi_vs_tokens,mi,tokens,No,tokens
U4ED6E8EA5,6,29,EG,Incredibly similar. P2+P3 nearly identical,U4ED6E8EA5,29,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cluster_6,logprob_vs_tokens,logprob,tokens,Yes,EG
U4ED6E8EA5,7,11,V1,version 2 refactors whole sol'n (basically) wholesale and the version 1 functions just seem more general,U4ED6E8EA5,11,cluster_3/tuple_6:cc_python_6_21:cc_python_21_9:cc_python_9,cluster_3,logprob_vs_tokens,logprob,tokens,No,logprob
U4ED6E8EA5,8,15,V1,"not only shorter without sacrificing legibility, but also finds the shared structure between p2 and p3: just submitting the same code",U4ED6E8EA5,15,cluster_4/tuple_28:cc_python_28_4:cc_python_4_11:cc_python_11_good,cluster_4,mi_vs_logprob,mi,logprob,Yes,logprob
U4ED6E8EA5,9,38,V2,"version 1 defines factorials which it never uses, otherwise very similar besides version 2's matching_count which is reasonable",U4ED6E8EA5,38,cluster_8/tuple_28:cc_python_28_3:cc_python_3_29:cc_python_29,cluster_8,mi_vs_logprob,mi,logprob,No,logprob
U4ED6E8EA5,10,7,V2,"par_depth_order calculates depth nearly for free, whereas the version 1 refactoring needs to add that logic separately",U4ED6E8EA5,7,cluster_3/tuple_16:cc_python_16_19:cc_python_19_23:cc_python_23,cluster_3,mi_vs_logprob,mi,logprob,Yes,mi
U3FB15CABE,1,32,V2,"both versions made an abstraction specific to this problem instance, but version 2 kept one of those implementations in the main() rather than abstracting it",U3FB15CABE,32,cluster_7/tuple_11:cc_python_11_10:cc_python_10_27:cc_python_27,cluster_7,mi_vs_logprob,mi,logprob,No,logprob
U3FB15CABE,2,43,V2,"To me, both were pretty similar. But the helper functions of v1 seemed to be more re-usable (e.g. build_graph was used in 2 out of 3 programs)",U3FB15CABE,43,cluster_9/tuple_8:cc_python_8_10:cc_python_10_20:cc_python_20,cluster_9,mi_vs_logprob,mi,logprob,Yes,mi
U3FB15CABE,3,38,V2,the matching_count implementation is instance-specific and v2 abstracted it into a helper function,U3FB15CABE,38,cluster_8/tuple_28:cc_python_28_3:cc_python_3_29:cc_python_29,cluster_8,mi_vs_logprob,mi,logprob,Yes,mi
U3FB15CABE,4,24,V1,"version 1 includes more instance-specific abstractions, while version 2 keeps those instance-specific. I do find it somewhat odd that v2 doesn't always use the read_ints() function that it wrote, even though it surely can in almost every one of these programs.",U3FB15CABE,24,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cluster_5,mi_vs_logprob,mi,logprob,Yes,logprob
U3FB15CABE,5,18,V1,"v2 abstractions more often assume that the input sequences are length-2, while v1 keeps them more general. However this one was kind of difficult because make_cube() was rather instance-specific.",U3FB15CABE,18,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cluster_4,mi_vs_logprob,mi,logprob,No,mi
U3FB15CABE,6,22,V1,these were extremely similar to me. V1 functions seem marginally more extendable though.,U3FB15CABE,22,cluster_5/tuple_28:cc_python_28_1:cc_python_1_19:cc_python_19,cluster_5,mi_vs_tokens,mi,tokens,No,mi
U3FB15CABE,7,28,V1,"v1 has too many instance-specific ""abstractions"" such as skill_gains adn guild_operations, which calls it",U3FB15CABE,28,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cluster_6,mi_vs_tokens,mi,tokens,Yes,tokens
U3FB15CABE,8,36,V1,version 2 abstracted one extra helpful function: nCr is used in both p1 and p3.,U3FB15CABE,36,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cluster_8,mi_vs_logprob,mi,logprob,Yes,logprob
U3FB15CABE,9,15,V1,version 2 has fewer instance-specific abstractions,U3FB15CABE,15,cluster_4/tuple_28:cc_python_28_4:cc_python_4_11:cc_python_11_good,cluster_4,mi_vs_logprob,mi,logprob,Yes,logprob
U3FB15CABE,10,34,V1,version 2 had fewer instance-specific abstractions,U3FB15CABE,34,cluster_7/tuple_16:cc_python_16_25:cc_python_25_19:cc_python_19,cluster_7,mi_vs_logprob,mi,logprob,Yes,logprob
