Participant #,User ID,Normal Link,Debug Link,Position,Cluster,Problems,Comparison Type,V1 Metric,V2 Metric
8,U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,logprob_vs_tokens,logprob,tokens
8,U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,logprob_vs_tokens,logprob,tokens
8,U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,mi_vs_logprob,mi,logprob
8,U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_3,cc_python_6 + cc_python_21 + cc_python_9,mi_vs_logprob,mi,logprob
8,U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,logprob_vs_tokens,logprob,tokens
8,U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16,https://zzigak.github.io/refactor_study/?id=U7750A2E16&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_9,cc_python_8 + cc_python_10 + cc_python_20,mi_vs_logprob,mi,logprob
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_4,cc_python_8 + cc_python_9 + cc_python_3,mi_vs_tokens,mi,tokens
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,mi_vs_tokens,mi,tokens
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,mi_vs_tokens,mi,tokens
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_5,cc_python_5 + cc_python_29 + cc_python_7,mi_vs_tokens,mi,tokens
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_3,cc_python_6 + cc_python_21 + cc_python_9,logprob_vs_tokens,logprob,tokens
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_tokens,mi,tokens
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_logprob,mi,logprob
9,U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497,https://zzigak.github.io/refactor_study/?id=U7D1383497&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_logprob,mi,logprob
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,mi_vs_tokens,mi,tokens
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_9,cc_python_8 + cc_python_10 + cc_python_20,mi_vs_logprob,mi,logprob
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_logprob,mi,logprob
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_8,cc_python_24 + cc_python_15 + cc_python_10,logprob_vs_tokens,logprob,tokens
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_7,cc_python_16 + cc_python_25 + cc_python_19,mi_vs_logprob,mi,logprob
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_3,cc_python_7 + cc_python_29 + cc_python_0,mi_vs_tokens,mi,tokens
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,mi_vs_logprob,mi,logprob
10,U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D,https://zzigak.github.io/refactor_study/?id=U8DA5CEE2D&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,mi_vs_logprob,mi,logprob
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,logprob_vs_tokens,logprob,tokens
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_3,cc_python_16 + cc_python_19 + cc_python_23,mi_vs_logprob,mi,logprob
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_logprob,mi,logprob
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,mi_vs_tokens,mi,tokens
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_tokens,mi,tokens
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,mi_vs_logprob,mi,logprob
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_logprob,mi,logprob
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,mi_vs_logprob,mi,logprob
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
11,U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB,https://zzigak.github.io/refactor_study/?id=U9CEA94ADB&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_tokens,mi,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,logprob_vs_tokens,logprob,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,logprob_vs_tokens,logprob,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,logprob_vs_tokens,logprob,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,logprob_vs_tokens,logprob,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_7,cc_python_16 + cc_python_25 + cc_python_19,mi_vs_logprob,mi,logprob
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_3,cc_python_7 + cc_python_29 + cc_python_0,mi_vs_tokens,mi,tokens
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
12,UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14,https://zzigak.github.io/refactor_study/?id=UA1CBC3F14&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_9,cc_python_8 + cc_python_10 + cc_python_20,mi_vs_logprob,mi,logprob
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,mi_vs_logprob,mi,logprob
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,logprob_vs_tokens,logprob,tokens
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,mi_vs_tokens,mi,tokens
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,logprob_vs_tokens,logprob,tokens
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_8,cc_python_24 + cc_python_15 + cc_python_10,mi_vs_logprob,mi,logprob
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_3,cc_python_6 + cc_python_21 + cc_python_9,logprob_vs_tokens,logprob,tokens
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_logprob,mi,logprob
13,UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2,https://zzigak.github.io/refactor_study/?id=UA7EBDB5B2&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,logprob_vs_tokens,logprob,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_4,cc_python_8 + cc_python_9 + cc_python_3,logprob_vs_tokens,logprob,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_tokens,mi,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_tokens,mi,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,logprob_vs_tokens,logprob,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_5,cc_python_5 + cc_python_29 + cc_python_7,logprob_vs_tokens,logprob,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,logprob_vs_tokens,logprob,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,logprob_vs_tokens,logprob,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,logprob_vs_tokens,logprob,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_tokens,mi,tokens
14,UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB,https://zzigak.github.io/refactor_study/?id=UAE68DCBAB&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_3,cc_python_7 + cc_python_29 + cc_python_0,mi_vs_logprob,mi,logprob
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,mi_vs_tokens,mi,tokens
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,mi_vs_logprob,mi,logprob
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_3,cc_python_6 + cc_python_21 + cc_python_9,logprob_vs_tokens,logprob,tokens
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,mi_vs_logprob,mi,logprob
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_logprob,mi,logprob
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,logprob_vs_tokens,logprob,tokens
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
15,UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2,https://zzigak.github.io/refactor_study/?id=UB34AD1BC2&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_logprob,mi,logprob
